OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,x,y
1,Bufflehead,1,No,Water - Floating,,,,,,745,,45,0,,,,,,,,,,,,32c137af-80c8-4f37-b00b-f70e55758f68,12/17/2021 3:50:31 PM,ccber_user,12/17/2021 3:50:31 PM,ccber_user,,,,,,,,,,,,,,,,-119.84923601812,34.4108505073225
2,Ruddy Duck,1,No,,,,,,,,,,,,,,,,,,,,,,faf1c07a-e26b-4a2b-be75-b257c9df470d,12/17/2021 3:51:38 PM,ccber_user,12/17/2021 3:51:38 PM,ccber_user,,,,,,,,,,,,,,,,-119.849212991605,34.4110689791232
3,Great Egret,1,No,,,,,,Lisa Dan fontaine,,,,,,,,,,,,,,,,e4506b81-7e66-4585-9d74-c14c4eb8233e,12/17/2021 3:52:56 PM,ccber_user,12/17/2021 3:52:56 PM,ccber_user,,,,,,,,,,,,,,,,-119.84795800922,34.4104325591312
4,Red-breasted Merganser,1,No,,,,,,,,,,,,,,,,,,,,,,78c51084-c8b7-40c1-bdb8-3d98d4b3d659,12/17/2021 3:54:20 PM,ccber_user,12/17/2021 3:54:20 PM,ccber_user,,,,,,,,,,,,,,,,-119.847917711695,34.4107697678896
5,Snowy Egret,24,No,,,,,,,,,,,,,,,,,,,,,,5eac0118-4836-4455-aa4c-ce2fa8c753a2,12/17/2021 3:54:44 PM,ccber_user,12/17/2021 3:54:44 PM,ccber_user,,,,,,,,,,,,,,,,-119.848061631685,34.4101855895387
6,Double-crested Cormorant,30,No,,,,,,,,,,,,,,,,,,,,,,c2e5512d-c302-4ec6-b8d2-ce07d8cded48,12/17/2021 3:55:05 PM,ccber_user,12/17/2021 3:55:05 PM,ccber_user,,,,,,,,,,,,,,,,-119.847894684281,34.4099296286409
7,Western Gull,11,No,,,,,,,,,,,,,,,,,,,,,,e1b8e81f-211d-439f-ac98-d8d8a043191f,12/17/2021 3:55:17 PM,ccber_user,12/17/2021 3:55:17 PM,ccber_user,,,,,,,,,,,,,,,,-119.848073145392,34.4096874067006
8,Brown Pelican,9,No,,,,,,,,,,,,,,,,,,,,,,1097761a-afb7-4b8a-9c1c-b16247050da6,12/17/2021 3:55:28 PM,ccber_user,12/17/2021 3:55:28 PM,ccber_user,,,,,,,,,,,,,,,,-119.848194037968,34.4100058183871
9,Red-breasted Merganser,4,No,,,,,,,,,,,,,,,,,,,,,,e4606d19-ce64-4e3b-9af9-fedc2c9255b8,12/17/2021 3:56:23 PM,ccber_user,12/17/2021 3:56:23 PM,ccber_user,,,,,,,,,,,,,,,,-119.847819845634,34.4094599658633
10,American Coot,1,No,,,,,,,,,,,,,,,,,,,,,,19e30327-248c-495e-ab07-e6ff3e0c4da3,12/17/2021 3:57:20 PM,ccber_user,12/17/2021 3:57:20 PM,ccber_user,,,,,,,,,,,,,,,,-119.848303416837,34.4104715975994
